Title,Authors,Abstract,Published Year,Published Month,Journal,Volume,Issue,Pages,Accession Number,DOI,Ref,Covidence #,Study,Notes,Tags
"COVID-19, Australia: Epidemiology Report 9 (Reporting week to 23:59 AEDT 29 March 2020)","","This is the ninth epidemiological report for coronavirus disease 2019 (COVID-19), reported in Australia as at 23:59 Australian Eastern Daylight Time [AEDT] 29 March 2020. It includes data on COVID-19 cases diagnosed in Australia, the international situation and a review of current evidence.",2020,Apr 3,Commun Dis Intell (2018),44,,,32264802,10.33321/cdi.2020.44.29,,#924,,"",extracted
"COVID-19, Australia: Epidemiology Report 8 (Reporting period from 19:00 AEDT 14 March to 23:59 AEDT 22 March 2020)","","This is the eighth epidemiological report for coronavirus disease 2019 (COVID-19), reported in Australia as at 23:59 Australian Eastern Daylight Time [AEDT] 22 March 2020. It includes data on COVID-19 cases diagnosed in Australia, the international situation and a review of current evidence.",2020,Mar 27,Commun Dis Intell (2018),44,,,32223725,10.33321/cdi.2020.44.28,,#922,,Sangeeta Bhatia (2020-05-21 03:04:48)(Select): Keeping this because number of cases in children; hard to extract data but SB and CW think number of cases is important.; ,extracted; figure for extraction
"Estimating the asymptomatic proportion of coronavirus disease 2019 (COVID-19) cases on board the Diamond Princess cruise ship, Yokohama, Japan, 2020","Mizumoto, K.; Kagaya, K.; Zarebski, A.; Chowell, G.","On 5 February 2020, in Yokohama, Japan, a cruise ship hosting 3,711 people underwent a 2-week quarantine after a former passenger was found with COVID-19 post-disembarking. As at 20 February, 634 persons on board tested positive for the causative virus. We conducted statistical modelling to derive the delay-adjusted asymptomatic proportion of infections, along with the infections' timeline. The estimated asymptomatic proportion was 17.9% (95% credible interval (CrI): 15.5-20.2%). Most infections occurred before the quarantine start.",2020,Mar,Euro Surveill,25,10,,32183930,10.2807/1560-7917.Es.2020.25.10.2000180,,#354,Mizumoto 2020,Caroline Walters (2020-05-19 00:34:23)(Select): incorrect pdf was attached - deleted that one and posted a url to the correct paper; ,Q1. susceptibility; extracted
"Potential Presymptomatic Transmission of SARS-CoV-2, Zhejiang Province, China, 2020","Tong, Z. D.; Tang, A.; Li, K. F.; Li, P.; Wang, H. L.; Yi, J. P.; Zhang, Y. L.; Yan, J. B.","We report a 2-family cluster of persons infected with severe acute respiratory syndrome coronavirus 2 in the city of Zhoushan, Zhejiang Province, China, during January 2020. The infections resulted from contact with an infected but potentially presymptomatic traveler from the city of Wuhan in Hubei Province.",2020,May,Emerg Infect Dis,26,5,1052-1054,32091386,10.3201/eid2605.200198,,#140,Tong 2020,"",Q1. susceptibility; Q3. severity; extracted
Characteristics of pediatric SARS-CoV-2 infection and potential evidence for persistent fecal viral shedding,"Xu, Y.; Li, X.; Zhu, B.; Liang, H.; Fang, C.; Gong, Y.; Guo, Q.; Sun, X.; Zhao, D.; Shen, J.; Zhang, H.; Liu, H.; Xia, H.; Tang, J.; Zhang, K.; Gong, S.","We report epidemiological and clinical investigations on ten pediatric SARS-CoV-2 infection cases confirmed by real-time reverse transcription PCR assay of SARS-CoV-2 RNA. Symptoms in these cases were nonspecific and no children required respiratory support or intensive care. Chest X-rays lacked definite signs of pneumonia, a defining feature of the infection in adult cases. Notably, eight children persistently tested positive on rectal swabs even after nasopharyngeal testing was negative, raising the possibility of fecal-oral transmission.",2020,Apr,Nat Med,26,4,502-505,32284613,10.1038/s41591-020-0817-4,,#73,Xu 2020,"",extracted
The characteristics of household transmission of COVID-19,"Li, W.; Zhang, B.; Lu, J.; Liu, S.; Chang, Z.; Cao, P.; Liu, X.; Zhang, P.; Ling, Y.; Tao, K.; Chen, J.","BACKGROUND: Since December 2019, SARS-CoV-2 virus has extended to most parts of China with more than 80 thousand cases and to at least 100 countries with more than 60 thousand international cases by March 15, 2020. Here we applied household cohort study to determine the features of household transmission of COVID-19. METHODS: Total 105 index patients and 392 household contacts were enrolled. Both index patients and household members were inspected by SARS-CoV-2 RT-PCR. The information of all recruited people was extracted from medical records and confirmed or supplemented by telephone interviews. The baseline characteristics of index cases and contact patients were described. Secondary attack rates of SARS-CoV-2 to the contact members were computed and the risk factors for transmission within household were estimated. RESULTS: Secondary transmission of SARS-CoV-2 developed in 64 of 392 household contacts (16.3%). The secondary attack rate to children was 4% comparing with 17.1% to adults. The secondary attack rate to the contacts within the households with index patients quarantined by themselves since onset of symptoms was 0% comparing with 16.9% to the contacts without index patients quarantined. The secondary attack rate to contacts who were spouses of index cases was 27.8% comparing with 17.3% to other adult members in the households. CONCLUSION: The secondary attack rate of SARS-CoV-2 in household is 16.3%. Ages of household contacts and spouse relationship with index case are risk factors for transmission of SARS-CoV-2 within household. Quarantine of index patients at home since onset of symptom is useful to prevent the transmission of SARS-Co-2 within household.",2020,Apr 17,Clin Infect Dis,,,,32301964,10.1093/cid/ciaa450,,#477,Li 2020,"",extracted
"Association of Public Health Interventions With the Epidemiology of the COVID-19 Outbreak in Wuhan, China","Pan, A.; Liu, L.; Wang, C.; Guo, H.; Hao, X.; Wang, Q.; Huang, J.; He, N.; Yu, H.; Lin, X.; Wei, S.; Wu, T.","IMPORTANCE: Coronavirus disease 2019 (COVID-19) has become a pandemic, and it is unknown whether a combination of public health interventions can improve control of the outbreak. OBJECTIVE: To evaluate the association of public health interventions with the epidemiological features of the COVID-19 outbreak in Wuhan by 5 periods according to key events and interventions. DESIGN, SETTING, AND PARTICIPANTS: In this cohort study, individual-level data on 32 583 laboratory-confirmed COVID-19 cases reported between December 8, 2019, and March 8, 2020, were extracted from the municipal Notifiable Disease Report System, including patients' age, sex, residential location, occupation, and severity classification. EXPOSURES: Nonpharmaceutical public health interventions including cordons sanitaire, traffic restriction, social distancing, home confinement, centralized quarantine, and universal symptom survey. MAIN OUTCOMES AND MEASURES: Rates of laboratory-confirmed COVID-19 infections (defined as the number of cases per day per million people), across age, sex, and geographic locations were calculated across 5 periods: December 8 to January 9 (no intervention), January 10 to 22 (massive human movement due to the Chinese New Year holiday), January 23 to February 1 (cordons sanitaire, traffic restriction and home quarantine), February 2 to 16 (centralized quarantine and treatment), and February 17 to March 8 (universal symptom survey). The effective reproduction number of SARS-CoV-2 (an indicator of secondary transmission) was also calculated over the periods. RESULTS: Among 32 583 laboratory-confirmed COVID-19 cases, the median patient age was 56.7 years (range, 0-103; interquartile range, 43.4-66.8) and 16 817 (51.6%) were women. The daily confirmed case rate peaked in the third period and declined afterward across geographic regions and sex and age groups, except for children and adolescents, whose rate of confirmed cases continued to increase. The daily confirmed case rate over the whole period in local health care workers (130.5 per million people [95% CI, 123.9-137.2]) was higher than that in the general population (41.5 per million people [95% CI, 41.0-41.9]). The proportion of severe and critical cases decreased from 53.1% to 10.3% over the 5 periods. The severity risk increased with age: compared with those aged 20 to 39 years (proportion of severe and critical cases, 12.1%), elderly people (≥80 years) had a higher risk of having severe or critical disease (proportion, 41.3%; risk ratio, 3.61 [95% CI, 3.31-3.95]) while younger people (<20 years) had a lower risk (proportion, 4.1%; risk ratio, 0.47 [95% CI, 0.31-0.70]). The effective reproduction number fluctuated above 3.0 before January 26, decreased to below 1.0 after February 6, and decreased further to less than 0.3 after March 1. CONCLUSIONS AND RELEVANCE: A series of multifaceted public health interventions was temporally associated with improved control of the COVID-19 outbreak in Wuhan, China. These findings may inform public health policy in other countries and regions.",2020,Apr 10,Jama,,,,32275295,10.1001/jama.2020.6130,,#613,Pan 2020,"",extracted; table-for-extraction
COVID-19 affects healthy pediatricians more than pediatric patients,"Rezaei, N.",,2020,Apr 16,Infect Control Hosp Epidemiol,,,1,32297847,10.1017/ice.2020.139,,#257,Rezaei 2020,"Sangeeta Bhatia (2020-05-21 02:58:12)(Select): This looks like new information: During the 4-week period after the first identified case in the country, only 3 positive COVID-19 cases were identified, for an estimated frequency of 1 per 1,000 admitted pediatric patients. ; Gina Cuomo-Dannenburg (2020-05-07 20:04:33)(Screen): —Coronavirus disease 2019 (COVID-19) emerged in
China in late December and has spread rapidly throughout the
world. The World Health Organization (WHO) considers it a pandemic. In ~4 months from start of this outbreak, as of April 4, 2020,
>1,000,000 patients had been affected.1
Meanwhile, children appear less likely to be affected than
adults; among the affected children, most have mild symptoms
and some are even asymptomatic.2-4 The Chinese Center for
Disease Control and Prevention has reported that among
~70,000 cases, <1% were aged <10 years.5
The first official COVID-19 case in Iran was announced on
February 19, 2020. On March 16, 2020, 4 weeks later, the daily
situation report on COVID-19 showed that <1% of ~5,000 confirmed cases were children aged <10 years.6 The Children’s
Medical Center in Iran has 348 beds for pediatric patients, with
bed occupancy rate of 94.7% and an average length of stay of
3.3 days. During the 4-week period after the first identified case
in the country, only 3 positive COVID-19 cases were identified,
for an estimated frequency of 1 per 1,000 admitted pediatric
patients. Meanwhile, among 60 pediatricians working in this hospital, 5 were positive for COVID-19 by real-time reverse transcription polymerase chain reaction (rRT-PCR), for a prevalence of
8.3%, which was much higher than the frequency of COVID-19
in general population (~2 per 10,000) during this 4-week period.
One hypothesis is that aging is a condition associated with
inflammation, whereas children might have an immature
anti‐inflammatory response. Possibly, therefore, an increased
inflammatory reaction is expected in adult subjects compared to
children.7
Not only the pediatricians but also other healthcare professionals are at a higher risk of infection with COVID-19.8 A report from
Italy revealed that ~20% of healthcare professionals had become
infected.9 Healthcare professionals are at the frontline of fighting
COVID-19 in hospitals, where they are in contact with visiting
patients and their parents who are potentially carriers of SARSCoV-2, even if they are not infected. Indeed these healthcare
professionals are under excessive workload pressure and psychological distress during the pandemic, which can lead to caregiver
burnout.10 Pediatricians, especially those who have children at
home, not only have concerns about passing the infection to their
children but also about not caring enough for their children during
quarantine period, considering school closures and social distancing policies.8 Therefore, healthcare systems should be very careful
to address the physical and mental health of healthcare professionals. Easy access to personal protective equipment, especially for
those who are visiting patients with COVID-19, and psychological
support for those who are losing their patients and colleagues,
especially for those who cannot see their family members for long
periods, are necessary.; ",extracted
"Detection of Covid-19 in Children in Early January 2020 in Wuhan, China","Liu, W.; Zhang, Q.; Chen, J.; Xiang, R.; Song, H.; Shu, S.; Chen, L.; Liang, L.; Zhou, J.; You, L.; Wu, P.; Zhang, B.; Lu, Y.; Xia, L.; Huang, L.; Yang, Y.; Liu, F.; Semple, M. G.; Cowling, B. J.; Lan, K.; Sun, Z.; Yu, H.; Liu, Y.",,2020,Apr 2,N Engl J Med,382,14,1370-1371,32163697,10.1056/NEJMc2003717,,#450,Liu 2020,"Gina Cuomo-Dannenburg (2020-05-07 19:43:49)(Screen): A small number of cases of coronavirus disease 2019 (Covid-19) have been described in children,1,2 and our understanding of the spectrum of illness is limited.3 We conducted a retrospective analysis involving hospitalized children in Wuhan, China.

From January 7 to January 15, 2020, a total of 366 hospitalized children (≤16 years of age) were enrolled in a retrospective study of respiratory infections at three branches of Tongji Hospital, which are located 14 km to 34 km from one another in central Wuhan (Fig. S1 in the Supplementary Appendix, available with the full text of this letter at NEJM.org). The study was approved by the ethics committee of Tongji Hospital. Among the 366 children, the most frequently detected pathogens were influenza A virus (in 23 patients [6.3%]) and influenza B virus (in 20 [5.5%]). SARS-CoV-2, the virus that causes Covid-19, was detected in 6 patients (1.6%). Informed consent was obtained from the parents or guardians of the patients with Covid-19 for the publication of their clinical data. The dates of illness onset in the six patients with Covid-19 were between January 2 and January 8, 2020, and the patients were hospitalized between January 7 and January 13 (Fig. S2). Details of the study methods are provided in the Supplementary Appendix.

Table 1.

Summary of the Clinical Characteristics of Six Children with Covid-19.
The median age of the six patients was 3 years (range, 1 to 7) (Table 1). All six children had previously been completely healthy. Common clinical characteristics included high fever (>39°C) (in all six patients), cough (in all six), and vomiting (in four). Laboratory investigations showed that the levels of lymphocytes, white cells, and neutrophils were below the normal range in six, four, and three patients, respectively. Four of the six patients had pneumonia, as assessed radiographically, with computed tomographic scans of the chest showing typical viral pneumonia patterns (Fig. S3). One child was admitted to the pediatric intensive care unit (ICU) and received pooled immune globulin from healthy donors. All the patients were treated empirically with antiviral agents, antibiotic agents, and supportive therapies. All the patients recovered after hospitalization for a median of 7.5 days (range, 5 to 13).

This study showed that Covid-19 occurred in children, causing moderate-to-severe respiratory illness, in the early phase of the SARS-CoV-2 outbreak in Wuhan and was associated with ICU admission in one patient. None of the patients or their family members had had direct exposure to Huanan Seafood Wholesale Market (the initial location to which cases of Covid-19 were linked) or to one another. It is worth mentioning that we unexpectedly found a case of Covid-19 in one patient (Patient 3) who resided outside Wuhan; this patient had illness onset on January 2, 2020. The patient and her family were residents of the Yangxin area of Huangshi and had not traveled outside the city in the month before illness onset. We have not identified the source of infection for this patient. Our findings indicate that SARS-CoV-2 infections in children were occurring early in the epidemic.4; ",extracted
Clinical and CT imaging features of the COVID-19 pneumonia: Focus on pregnant women and children,"Liu, H.; Liu, F.; Li, J.; Zhang, T.; Wang, D.; Lan, W.","BACKGROUND: The ongoing outbreak of COVID-19 pneumonia is globally concerning. We aimed to investigate the clinical and CT features in the pregnant women and children with this disease, which have not been well reported. METHODS: Clinical and CT data of 59 patients with COVID-19 from January 27 to February 14, 2020 were retrospectively reviewed, including 14 laboratory-confirmed non-pregnant adults, 16 laboratory-confirmed and 25 clinically-diagnosed pregnant women, and 4 laboratory-confirmed children. The clinical and CT features were analyzed and compared. FINDINGS: Compared with the non-pregnant adults group (n = 14), initial normal body temperature (9 [56%] and 16 [64%]), leukocytosis (8 [50%] and 9 [36%]) and elevated neutrophil ratio (14 [88%] and 20 [80%]), and lymphopenia (9 [56%] and 16 [64%]) were more common in the laboratory-confirmed (n = 16) and clinically-diagnosed (n = 25) pregnant groups. Totally 614 lesions were detected with predominantly peripheral and bilateral distributions in 54 (98%) and 37 (67%) patients, respectively. Pure ground-glass opacity (GGO) was the predominant presence in 94/131 (72%) lesions for the non-pregnant adults. Mixed consolidation and complete consolidation were more common in the laboratory-confirmed (70/161 [43%]) and clinically-diagnosed (153/322 [48%]) pregnant groups than 37/131 (28%) in the non-pregnant adults (P = 0·007, P < 0·001). GGO with reticulation was less common in 9/161 (6%) and 16/322 (5%) lesions for the two pregnant groups than 24/131 (18%) for the non-pregnant adults (P = 0·001, P < 0·001). The pulmonary involvement in children with COVID-19 was mild with a focal GGO or consolidation. Twenty-three patients underwent follow-up CT, revealing progression in 9/13 (69%) at 3 days whereas improvement in 8/10 (80%) at 6-9 days after initial CT scans. INTERPRETATION: Atypical clinical findings of pregnant women with COVID-19 could increase the difficulty in initial identification. Consolidation was more common in the pregnant groups. The clinically-diagnosed cases were vulnerable to more pulmonary involvement. CT was the modality of choice for early detection, severity assessment, and timely therapeutic effects evaluation for the cases with epidemic and clinical features of COVID-19 with or without laboratory confirmation. The exposure history and clinical symptoms were more helpful for screening in children versus chest CT.",2020,May,J Infect,80,5,e7-e13,32171865,10.1016/j.jinf.2020.03.007,,#455,Liu 2020,"",extracted
"Lockdown contained the spread of 2019 novel coronavirus disease in Huangshi city, China: Early epidemiological findings","Ji, T.; Chen, H. L.; Xu, J.; Wu, L. N.; Li, J. J.; Chen, K.; Qin, G.","BACKGROUND: To control the spread of 2019 novel coronavirus disease (COVID-19), China sealed Wuhan on Jan 23, 2020 and soon expanded lockdown to other twelve cities in Hubei province. We aimed to describe the epidemiological characteristics in one of the cities and highlight the effect of current implemented lockdown and nonpharmaceutical interventions. METHODS: We retrieved data of reported cases in Huangshi and Wuhan from publicly available disease databases. Local epidemiological data on suspected or confirmed cases in Huangshi were collected through field investigation. Epidemic curves were constructed with data on reported and observed cases. RESULTS: The accumulated confirmed COVID-19 cases and fatality in Huangshi were reported to be 1015 and 3.74% respectively, compared with 50006 and 5.08% in Wuhan till Mar 27, 2020. Right after Jan 24, the epidemic curve based on observed cases in Huangshi became flattened. Feb 1, 2020 was identified as the ""turning point"" as the epidemic in Huangshi faded soon afterwards. COVID-19 epidemic was characterized by mild cases in Huangshi, accounting for 82.66% of total cases. Moreover, 50 asymptomatic infections were identified in adults and children. Besides, we found confirmed cases in 19 familial clusters and 21 health care workers, supporting inter-human transmission. CONCLUSIONS: Our study reported the temporal dynamics and characteristics of the COVID-19 epidemic in Huangshi city, China, across the unprecedented intervention. Such new epidemiological inference might provide further guidance on current lockdown measures in high-risk cities and, subsequently, help improve public health intervention strategies against the pandemic on the country and global levels.",2020,Apr 7,Clin Infect Dis,,,,32255183,10.1093/cid/ciaa390,,#561,Ji 2020,"",extracted
"Clinical characteristics of 24 asymptomatic infections with COVID-19 screened among close contacts in Nanjing, China","Hu, Z.; Song, C.; Xu, C.; Jin, G.; Chen, Y.; Xu, X.; Ma, H.; Chen, W.; Lin, Y.; Zheng, Y.; Wang, J.; Hu, Z.; Yi, Y.; Shen, H.","Previous studies have showed clinical characteristics of patients with the 2019 novel coronavirus disease (COVID-19) and the evidence of person-to-person transmission. Limited data are available for asymptomatic infections. This study aims to present the clinical characteristics of 24 cases with asymptomatic infection screened from close contacts and to show the transmission potential of asymptomatic COVID-19 virus carriers. Epidemiological investigations were conducted among all close contacts of COVID-19 patients (or suspected patients) in Nanjing, Jiangsu Province, China, from Jan 28 to Feb 9, 2020, both in clinic and in community. Asymptomatic carriers were laboratory-confirmed positive for the COVID-19 virus by testing the nucleic acid of the pharyngeal swab samples. Their clinical records, laboratory assessments, and chest CT scans were reviewed. As a result, none of the 24 asymptomatic cases presented any obvious symptoms while nucleic acid screening. Five cases (20.8%) developed symptoms (fever, cough, fatigue, etc.) during hospitalization. Twelve (50.0%) cases showed typical CT images of ground-glass chest and 5 (20.8%) presented stripe shadowing in the lungs. The remaining 7 (29.2%) cases showed normal CT image and had no symptoms during hospitalization. These 7 cases were younger (median age: 14.0 years; P=0.012) than the rest. None of the 24 cases developed severe COVID-19 pneumonia or died. The median communicable period, defined as the interval from the first day of positive nucleic acid tests to the first day of continuous negative tests, was 9.5 days (up to 21 days among the 24 asymptomatic cases). Through epidemiological investigation, we observed a typical asymptomatic transmission to the cohabiting family members, which even caused severe COVID-19 pneumonia. Overall, the asymptomatic carriers identified from close contacts were prone to be mildly ill during hospitalization. However, the communicable period could be up to three weeks and the communicated patients could develop severe illness. These results highlighted the importance of close contact tracing and longitudinally surveillance via virus nucleic acid tests. Further isolation recommendation and continuous nucleic acid tests may also be recommended to the patients discharged.",2020,May,Sci China Life Sci,63,5,706-711,32146694,10.1007/s11427-020-1661-4,,#844,Hu 2020,"",extracted
Flash survey on severe acute respiratory syndrome coronavirus-2 infections in paediatric patients on anticancer treatment,"Hrusak, O.; Kalina, T.; Wolf, J.; Balduzzi, A.; Provenzi, M.; Rizzari, C.; Rives, S.; Del Pozo Carlavilla, M.; Alonso, M. E. V.; Domínguez-Pinilla, N.; Bourquin, J. P.; Schmiegelow, K.; Attarbaschi, A.; Grillner, P.; Mellgren, K.; van der Werff Ten Bosch, J.; Pieters, R.; Brozou, T.; Borkhardt, A.; Escherich, G.; Lauten, M.; Stanulla, M.; Smith, O.; Yeoh, A. E. J.; Elitzur, S.; Vora, A.; Li, C. K.; Ariffin, H.; Kolenova, A.; Dallapozza, L.; Farah, R.; Lazic, J.; Manabe, A.; Styczynski, J.; Kovacs, G.; Ottoffy, G.; Felice, M. S.; Buldini, B.; Conter, V.; Stary, J.; Schrappe, M.","INTRODUCTION: Since the beginning of COVID-19 pandemic, it is known that the severe course of the disease occurs mostly among the elderly, whereas it is rare among children and young adults. Comorbidities, in particular, diabetes and hypertension, clearly associated with age, besides obesity and smoke, are strongly associated with the need for intensive treatment and a dismal outcome. A weaker immunity of the elderly has been proposed as a possible explanation of this uneven age distribution. Thus, there is concern that children treated for cancer may allso be at risk for an unfavourable course of infection. Along the same line, anecdotal information from Wuhan, China, mentioned a severe course of COVID-19 in a child treated for leukaemia. AIM AND METHODS: We made a flash survey on COVID-19 incidence and severity among children on anticancer treatment. Respondents were asked by email to fill in a short Web-based survey. RESULTS: We received reports from 25 countries, where approximately 10,000 patients at risk are followed up. At the time of the survey, more than 200 of these children were tested, nine of whom were positive for COVID-19. Eight of the nine cases had asymptomatic to mild disease, and one was just diagnosed with COVID-19. We also discuss preventive measures that are in place or should be taken and treatment options in immunocompromised children with COVID-19. CONCLUSION: Thus, even children receiving anticancer chemotherapy may have a mild or asymptomatic course of COVID-19. While we should not underestimate the risk of developing a more severe course of COVID-19 than that observed here, the intensity of preventive measures should not cause delays or obstructions in oncological treatment.",2020,Apr 7,Eur J Cancer,132,,11-16,32305831,10.1016/j.ejca.2020.03.021,,#849,Hrusak 2020,"",extracted
The clinical feature of silent infections of novel coronavirus infection (COVID-19) in Wenzhou,"He, G.; Sun, W.; Fang, P.; Huang, J.; Gamber, M.; Cai, J.; Wu, J.","Here were reported clinical features of silent infected COVID-19 patients. Our study showed that the prevalence of the silent infection of COVID-19 is 5.8% (95% CI: 3.4-9.9%), which is much higher than 1.2% which from the report in China CDC. The silent infection patients were more likely to be young adults, the patients without chronic disease. All of the cases in the presented study was found because they were traced as close contact of confirmed cases. Our study indicated that traced the close contract of confirmed case, long time self-quarantine, and screening is necessary to prevent the secondary cases in community. This article is protected by copyright. All rights reserved.",2020,Apr 10,J Med Virol,,,,32275074,10.1002/jmv.25861,,#872,He 2020,"Sangeeta Bhatia (2020-05-15 19:30:18)(Select): confusing paper- they mention asymptomatic children, but no age breakdown is given. and then they say ""except one child who tested positive""? accepting because they mention infectiousness in children, but there is very little data to extract.; ",Q2. infectiousness; extracted
First reported nosocomial outbreak of severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) in a pediatric dialysis unit,"Schwierzeck, V.; König, J. C.; Kühn, J.; Mellmann, A.; Correa-Martínez, C. L.; Omran, H.; Konrad, M.; Kaiser, T.; Kampmeier, S.","BACKGROUND: Coronavirus disease 2019 (COVID-19) is a life-threatening respiratory condition caused by severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) and was initially detected in China in December 2019. Currently, in Germany over 140,000 cases of COVID-19 are confirmed. Here we report a nosocomial outbreak of SARS-CoV-2 infections in the pediatric dialysis unit of the University Hospital of Münster (UHM). METHODS: Single-step real-time RT-PCR from nasopharyngeal swaps was used to diagnose the index patient and identify infected contacts. Epidemiological links were analyzed by patient interviews and chart reviews. In addition, each contact was assessed for exposure to the index case and monitored for clinical symptoms. Threshold cycle (Ct) values of all positive test results were compared between symptomatic and asymptomatic cases. RESULTS: Forty-eight cases were involved in this nosocomial outbreak. Nine contact cases developed laboratory confirmed COVID-19 infections. Two SARS-CoV-2 positive cases remained clinically asymptomatic. Eleven cases reported flu-like symptoms without positive results. Ct values were significantly lower in cases presenting typical COVID-19 symptoms, suggesting high viral shedding (p =0.007). CONCLUSION: Person-to-person transmission was at the heart of a hospital outbreak of SARS-CoV-2 between healthcare workers (HCWs) and patients in the pediatric dialysis unit at the UHM. Semi quantitative real-time RT-PCR results suggest that individuals with high viral load pose a risk to spread SARS-CoV-2 in the hospital setting. Our epidemiological observation highlights the need to develop strategies to trace and monitor SARS-CoV-2 infected HCWs in order to prevent COVID-19 outbreaks in the hospital setting.",2020,Apr 27,Clin Infect Dis,,,,32337584,10.1093/cid/ciaa491,,#222,Schwierzeck 2020,"Sangeeta Bhatia (2020-05-11 21:40:04)(Select): Doesn't give an age breakdown but does mention that the average age of HCWs was 46 years, of patients was 10 years and of ACP was 32 years, which means all patients were children. Hence including.; ",Q1. susceptibility; Q3. severity; extracted
"First cases of coronavirus disease 2019 (COVID-19) in the WHO European Region, 24 January to 21 February 2020","Spiteri, G.; Fielding, J.; Diercke, M.; Campese, C.; Enouf, V.; Gaymard, A.; Bella, A.; Sognamiglio, P.; Sierra Moros, M. J.; Riutort, A. N.; Demina, Y. V.; Mahieu, R.; Broas, M.; Bengnér, M.; Buda, S.; Schilling, J.; Filleul, L.; Lepoutre, A.; Saura, C.; Mailles, A.; Levy-Bruhl, D.; Coignard, B.; Bernard-Stoecklin, S.; Behillil, S.; van der Werf, S.; Valette, M.; Lina, B.; Riccardo, F.; Nicastri, E.; Casas, I.; Larrauri, A.; Salom Castell, M.; Pozo, F.; Maksyutov, R. A.; Martin, C.; Van Ranst, M.; Bossuyt, N.; Siira, L.; Sane, J.; Tegmark-Wisell, K.; Palmérus, M.; Broberg, E. K.; Beauté, J.; Jorgensen, P.; Bundle, N.; Pereyaslov, D.; Adlhoch, C.; Pukkila, J.; Pebody, R.; Olsen, S.; Ciancio, B. C.","In the WHO European Region, COVID-19 surveillance was implemented 27 January 2020. We detail the first European cases. As at 21 February, nine European countries reported 47 cases. Among 38 cases studied, 21 were linked to two clusters in Germany and France, 14 were infected in China. Median case age was 42 years; 25 were male. Late detection of the clusters' index cases delayed isolation of further local cases. As at 5 March, there were 4,250 cases.",2020,Mar,Euro Surveill,25,9,,32156327,10.2807/1560-7917.Es.2020.25.9.2000178,,#187,Spiteri 2020,"",Q1. susceptibility; extracted
Early epidemiological analysis of the coronavirus disease 2019 outbreak based on crowdsourced data: a population-level observational study,"Sun, K.; Chen, J.; Viboud, C.","BACKGROUND: As the outbreak of coronavirus disease 2019 (COVID-19) progresses, epidemiological data are needed to guide situational awareness and intervention strategies. Here we describe efforts to compile and disseminate epidemiological information on COVID-19 from news media and social networks. METHODS: In this population-level observational study, we searched DXY.cn, a health-care-oriented social network that is currently streaming news reports on COVID-19 from local and national Chinese health agencies. We compiled a list of individual patients with COVID-19 and daily province-level case counts between Jan 13 and Jan 31, 2020, in China. We also compiled a list of internationally exported cases of COVID-19 from global news media sources (Kyodo News, The Straits Times, and CNN), national governments, and health authorities. We assessed trends in the epidemiology of COVID-19 and studied the outbreak progression across China, assessing delays between symptom onset, seeking care at a hospital or clinic, and reporting, before and after Jan 18, 2020, as awareness of the outbreak increased. All data were made publicly available in real time. FINDINGS: We collected data for 507 patients with COVID-19 reported between Jan 13 and Jan 31, 2020, including 364 from mainland China and 143 from outside of China. 281 (55%) patients were male and the median age was 46 years (IQR 35-60). Few patients (13 [3%]) were younger than 15 years and the age profile of Chinese patients adjusted for baseline demographics confirmed a deficit of infections among children. Across the analysed period, delays between symptom onset and seeking care at a hospital or clinic were longer in Hubei province than in other provinces in mainland China and internationally. In mainland China, these delays decreased from 5 days before Jan 18, 2020, to 2 days thereafter until Jan 31, 2020 (p=0·0009). Although our sample captures only 507 (5·2%) of 9826 patients with COVID-19 reported by official sources during the analysed period, our data align with an official report published by Chinese authorities on Jan 28, 2020. INTERPRETATION: News reports and social media can help reconstruct the progression of an outbreak and provide detailed patient-level data in the context of a health emergency. The availability of a central physician-oriented social network facilitated the compilation of publicly available COVID-19 data in China. As the outbreak progresses, social media and news reports will probably capture a diminishing fraction of COVID-19 cases globally due to reporting fatigue and overwhelmed health-care systems. In the early stages of an outbreak, availability of public datasets is important to encourage analytical efforts by independent teams and provide robust evidence to guide interventions. FUNDING: Fogarty International Center, US National Institutes of Health.",2020,Apr,Lancet Digit Health,2,4,e201-e208,32309796,10.1016/s2589-7500(20)30026-1,,#174,Sun 2020,"",Q1. susceptibility; extracted
